"Vuosineljännes";"Postinumero";"Huoneluku";"Lukumäärä";"Neliövuokra (eur/m2)"
"2020Q2";"90440 Kempele Keskus   (Kempele )";"Yksiöt";42;14.93
"2020Q2";"90440 Kempele Keskus   (Kempele )";"Kaksiot";39;11.49
"2020Q2";"90440 Kempele Keskus   (Kempele )";"Kolmiot+";.;.
"2020Q2";"90450 Honkanen   (Kempele )";"Yksiöt";.;.
"2020Q2";"90450 Honkanen   (Kempele )";"Kaksiot";.;.
"2020Q2";"90450 Honkanen   (Kempele )";"Kolmiot+";.;.
"2020Q2";"90460 Oulunsalo Keskus   (Oulu )";"Yksiöt";.;.
"2020Q2";"90460 Oulunsalo Keskus   (Oulu )";"Kaksiot";35;11.14
"2020Q2";"90460 Oulunsalo Keskus   (Oulu )";"Kolmiot+";34;10.60
"2020Q2";"90500 Tuira   (Oulu )";"Yksiöt";757;15.53
"2020Q2";"90500 Tuira   (Oulu )";"Kaksiot";561;11.93
"2020Q2";"90500 Tuira   (Oulu )";"Kolmiot+";199;10.67
"2020Q2";"90510 Hietasaari   (Oulu )";"Yksiöt";.;.
"2020Q2";"90510 Hietasaari   (Oulu )";"Kaksiot";.;.
"2020Q2";"90510 Hietasaari   (Oulu )";"Kolmiot+";.;.
"2020Q2";"90520 Taskila-Toppila   (Oulu )";"Yksiöt";149;16.08
"2020Q2";"90520 Taskila-Toppila   (Oulu )";"Kaksiot";155;12.16
"2020Q2";"90520 Taskila-Toppila   (Oulu )";"Kolmiot+";53;10.24
"2020Q2";"90530 Välivainio   (Oulu )";"Yksiöt";269;16.19
"2020Q2";"90530 Välivainio   (Oulu )";"Kaksiot";294;12.83
"2020Q2";"90530 Välivainio   (Oulu )";"Kolmiot+";57;11.10
"2020Q2";"90540 Kuivasjärvi   (Oulu )";"Yksiöt";.;.
"2020Q2";"90540 Kuivasjärvi   (Oulu )";"Kaksiot";41;12.51
"2020Q2";"90540 Kuivasjärvi   (Oulu )";"Kolmiot+";34;10.99
"2020Q2";"90550 Pyykösjärvi-Puolivälikangas   (Oulu )";"Yksiöt";84;14.13
"2020Q2";"90550 Pyykösjärvi-Puolivälikangas   (Oulu )";"Kaksiot";126;10.96
"2020Q2";"90550 Pyykösjärvi-Puolivälikangas   (Oulu )";"Kolmiot+";33;10.20
"2020Q2";"90560 Koskela-Oulu   (Oulu )";"Yksiöt";89;14.07
"2020Q2";"90560 Koskela-Oulu   (Oulu )";"Kaksiot";79;10.55
"2020Q2";"90560 Koskela-Oulu   (Oulu )";"Kolmiot+";21;10.22
"2020Q2";"90570 Kaijonharju-Linnanmaa   (Oulu )";"Yksiöt";431;16.97
"2020Q2";"90570 Kaijonharju-Linnanmaa   (Oulu )";"Kaksiot";241;12.27
"2020Q2";"90570 Kaijonharju-Linnanmaa   (Oulu )";"Kolmiot+";49;10.31
"2020Q2";"90580 Rajakylä   (Oulu )";"Yksiöt";30;13.96
"2020Q2";"90580 Rajakylä   (Oulu )";"Kaksiot";82;10.06
"2020Q2";"90580 Rajakylä   (Oulu )";"Kolmiot+";37;9.66
"2020Q2";"90630 Korvensuora   (Oulu )";"Yksiöt";.;.
"2020Q2";"90630 Korvensuora   (Oulu )";"Kaksiot";.;.
"2020Q2";"90630 Korvensuora   (Oulu )";"Kolmiot+";.;.
"2020Q2";"90650 Haapalehto   (Oulu )";"Yksiöt";104;14.96
"2020Q2";"90650 Haapalehto   (Oulu )";"Kaksiot";122;11.16
"2020Q2";"90650 Haapalehto   (Oulu )";"Kolmiot+";46;11.14
"2020Q2";"90830 Haukipudas Keskus   (Oulu )";"Yksiöt";33;13.55
"2020Q2";"90830 Haukipudas Keskus   (Oulu )";"Kaksiot";48;11.30
"2020Q2";"90830 Haukipudas Keskus   (Oulu )";"Kolmiot+";.;.
"2020Q2";"90900 Kiiminki Keskus   (Oulu )";"Yksiöt";.;.
"2020Q2";"90900 Kiiminki Keskus   (Oulu )";"Kaksiot";24;11.44
"2020Q2";"90900 Kiiminki Keskus   (Oulu )";"Kolmiot+";26;9.96
"2020Q2";"90940 Jääli   (Oulu )";"Yksiöt";.;.
"2020Q2";"90940 Jääli   (Oulu )";"Kaksiot";22;10.92
"2020Q2";"90940 Jääli   (Oulu )";"Kolmiot+";24;10.41
"2020Q2";"91100 Ii Keskus   (Ii )";"Yksiöt";.;.
"2020Q2";"91100 Ii Keskus   (Ii )";"Kaksiot";37;10.53
"2020Q2";"91100 Ii Keskus   (Ii )";"Kolmiot+";.;.
"2020Q2";"91500 Muhos Keskus   (Muhos )";"Yksiöt";.;.
"2020Q2";"91500 Muhos Keskus   (Muhos )";"Kaksiot";21;10.81
"2020Q2";"91500 Muhos Keskus   (Muhos )";"Kolmiot+";.;.
"2020Q2";"91800 Tyrnävä   (Tyrnävä )";"Yksiöt";.;.
"2020Q2";"91800 Tyrnävä   (Tyrnävä )";"Kaksiot";.;.
"2020Q2";"91800 Tyrnävä   (Tyrnävä )";"Kolmiot+";.;.
"2020Q2";"91900 Liminka Keskus   (Liminka )";"Yksiöt";20;13.80
"2020Q2";"91900 Liminka Keskus   (Liminka )";"Kaksiot";.;.
"2020Q2";"91900 Liminka Keskus   (Liminka )";"Kolmiot+";.;.
"2020Q2";"92100 Raahe Keskus   (Raahe )";"Yksiöt";98;12.62
"2020Q2";"92100 Raahe Keskus   (Raahe )";"Kaksiot";80;10.55
"2020Q2";"92100 Raahe Keskus   (Raahe )";"Kolmiot+";23;9.16
"2020Q2";"92130 Isoholmi-Antinkangas   (Raahe )";"Yksiöt";.;.
"2020Q2";"92130 Isoholmi-Antinkangas   (Raahe )";"Kaksiot";.;.
"2020Q2";"92130 Isoholmi-Antinkangas   (Raahe )";"Kolmiot+";.;.
"2020Q2";"92140 Pattijoki Keskus   (Raahe )";"Yksiöt";.;.
"2020Q2";"92140 Pattijoki Keskus   (Raahe )";"Kaksiot";27;11.63
"2020Q2";"92140 Pattijoki Keskus   (Raahe )";"Kolmiot+";.;.
"2020Q2";"93100 Pudasjärvi Keskus   (Pudasjärvi )";"Yksiöt";31;12.36
"2020Q2";"93100 Pudasjärvi Keskus   (Pudasjärvi )";"Kaksiot";29;9.94
"2020Q2";"93100 Pudasjärvi Keskus   (Pudasjärvi )";"Kolmiot+";.;.
"2020Q2";"93600 Kuusamo   (Kuusamo )";"Yksiöt";82;13.02
"2020Q2";"93600 Kuusamo   (Kuusamo )";"Kaksiot";102;10.39
"2020Q2";"93600 Kuusamo   (Kuusamo )";"Kolmiot+";29;9.28
"2020Q2";"94100 Kemi Keskus   (Kemi )";"Yksiöt";194;13.01
"2020Q2";"94100 Kemi Keskus   (Kemi )";"Kaksiot";244;10.09
"2020Q2";"94100 Kemi Keskus   (Kemi )";"Kolmiot+";51;9.09
"2020Q2";"94400 Keminmaa Keskus   (Keminmaa )";"Yksiöt";.;.
"2020Q2";"94400 Keminmaa Keskus   (Keminmaa )";"Kaksiot";29;9.54
"2020Q2";"94400 Keminmaa Keskus   (Keminmaa )";"Kolmiot+";.;.
"2020Q2";"94700 Takajärvi-Haukkari   (Kemi )";"Yksiöt";31;11.38
"2020Q2";"94700 Takajärvi-Haukkari   (Kemi )";"Kaksiot";54;8.62
"2020Q2";"94700 Takajärvi-Haukkari   (Kemi )";"Kolmiot+";.;.
"2020Q2";"94830 Pikku Berliini-Hepola   (Kemi )";"Yksiöt";.;.
"2020Q2";"94830 Pikku Berliini-Hepola   (Kemi )";"Kaksiot";33;8.13
"2020Q2";"94830 Pikku Berliini-Hepola   (Kemi )";"Kolmiot+";30;7.90
"2020Q2";"95400 Tornio Keskus   (Tornio )";"Yksiöt";79;14.33
"2020Q2";"95400 Tornio Keskus   (Tornio )";"Kaksiot";76;11.62
"2020Q2";"95400 Tornio Keskus   (Tornio )";"Kolmiot+";.;.
"2020Q2";"95420 Miukki-Palosaari-Luotomäki   (Tornio )";"Yksiöt";.;.
"2020Q2";"95420 Miukki-Palosaari-Luotomäki   (Tornio )";"Kaksiot";24;9.86
"2020Q2";"95420 Miukki-Palosaari-Luotomäki   (Tornio )";"Kolmiot+";.;.
"2020Q2";"95430 Suensaari   (Tornio )";"Yksiöt";48;12.64
"2020Q2";"95430 Suensaari   (Tornio )";"Kaksiot";33;10.05
"2020Q2";"95430 Suensaari   (Tornio )";"Kolmiot+";.;.
"2020Q2";"96100 Rovaniemi Keskus   (Rovaniemi )";"Yksiöt";350;16.59
"2020Q2";"96100 Rovaniemi Keskus   (Rovaniemi )";"Kaksiot";298;13.25
"2020Q2";"96100 Rovaniemi Keskus   (Rovaniemi )";"Kolmiot+";64;11.22
"2020Q2";"96190 Lapinrinne-Ahokangas   (Rovaniemi )";"Yksiöt";.;.
"2020Q2";"96190 Lapinrinne-Ahokangas   (Rovaniemi )";"Kaksiot";45;12.42
"2020Q2";"96190 Lapinrinne-Ahokangas   (Rovaniemi )";"Kolmiot+";.;.
"2020Q2";"96200 Sahanperä-Ratantaus   (Rovaniemi )";"Yksiöt";239;16.85
"2020Q2";"96200 Sahanperä-Ratantaus   (Rovaniemi )";"Kaksiot";199;13.80
"2020Q2";"96200 Sahanperä-Ratantaus   (Rovaniemi )";"Kolmiot+";76;12.33
"2020Q2";"96300 Niemelänkangas-Korvanniemi   (Rovaniemi )";"Yksiöt";214;16.65
"2020Q2";"96300 Niemelänkangas-Korvanniemi   (Rovaniemi )";"Kaksiot";211;13.26
"2020Q2";"96300 Niemelänkangas-Korvanniemi   (Rovaniemi )";"Kolmiot+";30;10.88
"2020Q2";"96400 Pullinranta-Kiiruna   (Rovaniemi )";"Yksiöt";34;15.98
"2020Q2";"96400 Pullinranta-Kiiruna   (Rovaniemi )";"Kaksiot";26;11.85
"2020Q2";"96400 Pullinranta-Kiiruna   (Rovaniemi )";"Kolmiot+";.;.
"2020Q2";"96440 Ounasrinne   (Rovaniemi )";"Yksiöt";22;13.13
"2020Q2";"96440 Ounasrinne   (Rovaniemi )";"Kaksiot";36;9.75
"2020Q2";"96440 Ounasrinne   (Rovaniemi )";"Kolmiot+";21;8.86
"2020Q2";"96500 Korkalovaara   (Rovaniemi )";"Yksiöt";70;13.45
"2020Q2";"96500 Korkalovaara   (Rovaniemi )";"Kaksiot";103;10.13
"2020Q2";"96500 Korkalovaara   (Rovaniemi )";"Kolmiot+";42;9.28
"2020Q2";"97700 Ranua Keskus   (Ranua )";"Yksiöt";.;.
"2020Q2";"97700 Ranua Keskus   (Ranua )";"Kaksiot";.;.
"2020Q2";"97700 Ranua Keskus   (Ranua )";"Kolmiot+";.;.
"2020Q2";"98100 Kemijärvi Keskus   (Kemijärvi )";"Yksiöt";20;11.99
"2020Q2";"98100 Kemijärvi Keskus   (Kemijärvi )";"Kaksiot";.;.
"2020Q2";"98100 Kemijärvi Keskus   (Kemijärvi )";"Kolmiot+";.;.
"2020Q2";"99600 Sodankylä Keskus   (Sodankylä )";"Yksiöt";.;.
"2020Q2";"99600 Sodankylä Keskus   (Sodankylä )";"Kaksiot";24;10.24
"2020Q2";"99600 Sodankylä Keskus   (Sodankylä )";"Kolmiot+";.;.
"2020Q3";"00100 Helsinki Keskusta - Etu-Töölö   (Helsinki )";"Yksiöt";803;28.69
"2020Q3";"00100 Helsinki Keskusta - Etu-Töölö   (Helsinki )";"Kaksiot";297;23.14
"2020Q3";"00100 Helsinki Keskusta - Etu-Töölö   (Helsinki )";"Kolmiot+";67;21.40
"2020Q3";"00120 Punavuori   (Helsinki )";"Yksiöt";205;28.63
"2020Q3";"00120 Punavuori   (Helsinki )";"Kaksiot";111;22.00
"2020Q3";"00120 Punavuori   (Helsinki )";"Kolmiot+";24;18.34
"2020Q3";"00130 Kaartinkaupunki   (Helsinki )";"Yksiöt";43;27.99
"2020Q3";"00130 Kaartinkaupunki   (Helsinki )";"Kaksiot";21;26.09
"2020Q3";"00130 Kaartinkaupunki   (Helsinki )";"Kolmiot+";.;.
"2020Q3";"00140 Kaivopuisto - Ullanlinna   (Helsinki )";"Yksiöt";300;27.28
"2020Q3";"00140 Kaivopuisto - Ullanlinna   (Helsinki )";"Kaksiot";109;20.99
"2020Q3";"00140 Kaivopuisto - Ullanlinna   (Helsinki )";"Kolmiot+";.;.
"2020Q3";"00150 Eira - Hernesaari   (Helsinki )";"Yksiöt";530;28.05
"2020Q3";"00150 Eira - Hernesaari   (Helsinki )";"Kaksiot";191;22.69
"2020Q3";"00150 Eira - Hernesaari   (Helsinki )";"Kolmiot+";51;25.99
"2020Q3";"00160 Katajanokka   (Helsinki )";"Yksiöt";95;29.11
"2020Q3";"00160 Katajanokka   (Helsinki )";"Kaksiot";72;24.46
"2020Q3";"00160 Katajanokka   (Helsinki )";"Kolmiot+";.;.
"2020Q3";"00170 Kruununhaka   (Helsinki )";"Yksiöt";190;27.36
"2020Q3";"00170 Kruununhaka   (Helsinki )";"Kaksiot";86;20.87
"2020Q3";"00170 Kruununhaka   (Helsinki )";"Kolmiot+";.;.
"2020Q3";"00180 Kamppi - Ruoholahti   (Helsinki )";"Yksiöt";375;26.92
"2020Q3";"00180 Kamppi - Ruoholahti   (Helsinki )";"Kaksiot";229;20.96
"2020Q3";"00180 Kamppi - Ruoholahti   (Helsinki )";"Kolmiot+";96;15.93
"2020Q3";"00200 Lauttasaari   (Helsinki )";"Yksiöt";509;26.11
"2020Q3";"00200 Lauttasaari   (Helsinki )";"Kaksiot";235;20.57
"2020Q3";"00200 Lauttasaari   (Helsinki )";"Kolmiot+";69;18.49
"2020Q3";"00210 Vattuniemi   (Helsinki )";"Yksiöt";75;24.20
"2020Q3";"00210 Vattuniemi   (Helsinki )";"Kaksiot";80;22.07
"2020Q3";"00210 Vattuniemi   (Helsinki )";"Kolmiot+";26;20.46
"2020Q3";"00220 Jätkäsaari   (Helsinki )";"Yksiöt";.;.
"2020Q3";"00220 Jätkäsaari   (Helsinki )";"Kaksiot";.;.
"2020Q3";"00220 Jätkäsaari   (Helsinki )";"Kolmiot+";.;.
"2020Q3";"00240 Länsi-Pasila   (Helsinki )";"Yksiöt";65;23.45
"2020Q3";"00240 Länsi-Pasila   (Helsinki )";"Kaksiot";.;.
"2020Q3";"00240 Länsi-Pasila   (Helsinki )";"Kolmiot+";.;.
"2020Q3";"00250 Taka-Töölö   (Helsinki )";"Yksiöt";650;28.15
"2020Q3";"00250 Taka-Töölö   (Helsinki )";"Kaksiot";264;21.50
"2020Q3";"00250 Taka-Töölö   (Helsinki )";"Kolmiot+";39;19.84
"2020Q3";"00260 Keski-Töölö   (Helsinki )";"Yksiöt";197;27.32
"2020Q3";"00260 Keski-Töölö   (Helsinki )";"Kaksiot";101;23.08
"2020Q3";"00260 Keski-Töölö   (Helsinki )";"Kolmiot+";.;.
"2020Q3";"00270 Pohjois-Meilahti   (Helsinki )";"Yksiöt";283;28.74
"2020Q3";"00270 Pohjois-Meilahti   (Helsinki )";"Kaksiot";137;20.10
"2020Q3";"00270 Pohjois-Meilahti   (Helsinki )";"Kolmiot+";20;17.94
"2020Q3";"00280 Ruskeasuo   (Helsinki )";"Yksiöt";59;25.97
"2020Q3";"00280 Ruskeasuo   (Helsinki )";"Kaksiot";35;19.14
"2020Q3";"00280 Ruskeasuo   (Helsinki )";"Kolmiot+";.;.
"2020Q3";"00300 Pikku Huopalahti   (Helsinki )";"Yksiöt";78;26.15
"2020Q3";"00300 Pikku Huopalahti   (Helsinki )";"Kaksiot";.;.
"2020Q3";"00300 Pikku Huopalahti   (Helsinki )";"Kolmiot+";.;.
"2020Q3";"00310 Kivihaka   (Helsinki )";"Yksiöt";36;23.53
"2020Q3";"00310 Kivihaka   (Helsinki )";"Kaksiot";.;.
"2020Q3";"00310 Kivihaka   (Helsinki )";"Kolmiot+";.;.
"2020Q3";"00320 Etelä-Haaga   (Helsinki )";"Yksiöt";550;25.79
"2020Q3";"00320 Etelä-Haaga   (Helsinki )";"Kaksiot";183;18.95
"2020Q3";"00320 Etelä-Haaga   (Helsinki )";"Kolmiot+";.;.
"2020Q3";"00330 Munkkiniemi   (Helsinki )";"Yksiöt";196;25.89
"2020Q3";"00330 Munkkiniemi   (Helsinki )";"Kaksiot";102;20.09
"2020Q3";"00330 Munkkiniemi   (Helsinki )";"Kolmiot+";42;19.34
"2020Q3";"00350 Munkkivuori-Niemenmäki   (Helsinki )";"Yksiöt";331;26.79
"2020Q3";"00350 Munkkivuori-Niemenmäki   (Helsinki )";"Kaksiot";160;19.81
"2020Q3";"00350 Munkkivuori-Niemenmäki   (Helsinki )";"Kolmiot+";.;.
"2020Q3";"00360 Pajamäki   (Helsinki )";"Yksiöt";109;27.15
"2020Q3";"00360 Pajamäki   (Helsinki )";"Kaksiot";89;19.42
"2020Q3";"00360 Pajamäki   (Helsinki )";"Kolmiot+";.;.
"2020Q3";"00370 Reimarla   (Helsinki )";"Yksiöt";63;23.34
"2020Q3";"00370 Reimarla   (Helsinki )";"Kaksiot";.;.
"2020Q3";"00370 Reimarla   (Helsinki )";"Kolmiot+";.;.
"2020Q3";"00380 Pitäjänmäen teollisuusalue   (Helsinki )";"Yksiöt";.;.
"2020Q3";"00380 Pitäjänmäen teollisuusalue   (Helsinki )";"Kaksiot";.;.
"2020Q3";"00380 Pitäjänmäen teollisuusalue   (Helsinki )";"Kolmiot+";.;.
"2020Q3";"00390 Konala   (Helsinki )";"Yksiöt";157;23.91
"2020Q3";"00390 Konala   (Helsinki )";"Kaksiot";243;19.23
"2020Q3";"00390 Konala   (Helsinki )";"Kolmiot+";.;.
"2020Q3";"00400 Pohjois-Haaga   (Helsinki )";"Yksiöt";318;27.83
"2020Q3";"00400 Pohjois-Haaga   (Helsinki )";"Kaksiot";166;18.69
"2020Q3";"00400 Pohjois-Haaga   (Helsinki )";"Kolmiot+";.;.
"2020Q3";"00410 Malminkartano   (Helsinki )";"Yksiöt";70;20.09
"2020Q3";"00410 Malminkartano   (Helsinki )";"Kaksiot";119;16.40
"2020Q3";"00410 Malminkartano   (Helsinki )";"Kolmiot+";.;.
"2020Q3";"00420 Kannelmäki   (Helsinki )";"Yksiöt";330;23.52
"2020Q3";"00420 Kannelmäki   (Helsinki )";"Kaksiot";290;17.49
"2020Q3";"00420 Kannelmäki   (Helsinki )";"Kolmiot+";.;.
"2020Q3";"00430 Maununneva   (Helsinki )";"Yksiöt";.;.
"2020Q3";"00430 Maununneva   (Helsinki )";"Kaksiot";.;.
"2020Q3";"00430 Maununneva   (Helsinki )";"Kolmiot+";.;.
"2020Q3";"00440 Lassila   (Helsinki )";"Yksiöt";102;23.23
"2020Q3";"00440 Lassila   (Helsinki )";"Kaksiot";79;19.08
"2020Q3";"00440 Lassila   (Helsinki )";"Kolmiot+";.;.
"2020Q3";"00500 Sörnäinen   (Helsinki )";"Yksiöt";1372;26.62
"2020Q3";"00500 Sörnäinen   (Helsinki )";"Kaksiot";500;21.92
"2020Q3";"00500 Sörnäinen   (Helsinki )";"Kolmiot+";.;.
"2020Q3";"00510 Etu-Vallila - Alppila   (Helsinki )";"Yksiöt";776;27.25
"2020Q3";"00510 Etu-Vallila - Alppila   (Helsinki )";"Kaksiot";224;20.82
"2020Q3";"00510 Etu-Vallila - Alppila   (Helsinki )";"Kolmiot+";21;18.95
"2020Q3";"00520 Itä-Pasila   (Helsinki )";"Yksiöt";208;26.50
"2020Q3";"00520 Itä-Pasila   (Helsinki )";"Kaksiot";.;.
"2020Q3";"00520 Itä-Pasila   (Helsinki )";"Kolmiot+";.;.
"2020Q3";"00530 Kallio   (Helsinki )";"Yksiöt";1158;25.85
"2020Q3";"00530 Kallio   (Helsinki )";"Kaksiot";422;21.24
"2020Q3";"00530 Kallio   (Helsinki )";"Kolmiot+";.;.
"2020Q3";"00550 Vallila   (Helsinki )";"Yksiöt";327;23.98
"2020Q3";"00550 Vallila   (Helsinki )";"Kaksiot";123;20.92
"2020Q3";"00550 Vallila   (Helsinki )";"Kolmiot+";.;.
"2020Q3";"00560 Toukola-Vanhakaupunki   (Helsinki )";"Yksiöt";125;25.38
"2020Q3";"00560 Toukola-Vanhakaupunki   (Helsinki )";"Kaksiot";178;21.61
"2020Q3";"00560 Toukola-Vanhakaupunki   (Helsinki )";"Kolmiot+";.;.
"2020Q3";"00570 Kulosaari   (Helsinki )";"Yksiöt";92;24.54
"2020Q3";"00570 Kulosaari   (Helsinki )";"Kaksiot";48;20.93
"2020Q3";"00570 Kulosaari   (Helsinki )";"Kolmiot+";20;16.77
"2020Q3";"00580 Verkkosaari   (Helsinki )";"Yksiöt";.;.
"2020Q3";"00580 Verkkosaari   (Helsinki )";"Kaksiot";.;.
"2020Q3";"00580 Verkkosaari   (Helsinki )";"Kolmiot+";.;.
"2020Q3";"00600 Koskela-Helsinki   (Helsinki )";"Yksiöt";28;20.39
"2020Q3";"00600 Koskela-Helsinki   (Helsinki )";"Kaksiot";.;.
"2020Q3";"00600 Koskela-Helsinki   (Helsinki )";"Kolmiot+";.;.
"2020Q3";"00610 Käpylä   (Helsinki )";"Yksiöt";83;23.10
"2020Q3";"00610 Käpylä   (Helsinki )";"Kaksiot";64;18.60
"2020Q3";"00610 Käpylä   (Helsinki )";"Kolmiot+";.;.
"2020Q3";"00620 Metsälä-Etelä-Oulunkylä   (Helsinki )";"Yksiöt";26;21.90
"2020Q3";"00620 Metsälä-Etelä-Oulunkylä   (Helsinki )";"Kaksiot";26;17.12
"2020Q3";"00620 Metsälä-Etelä-Oulunkylä   (Helsinki )";"Kolmiot+";.;.
"2020Q3";"00630 Maunula-Suursuo   (Helsinki )";"Yksiöt";107;24.08
"2020Q3";"00630 Maunula-Suursuo   (Helsinki )";"Kaksiot";70;19.17
"2020Q3";"00630 Maunula-Suursuo   (Helsinki )";"Kolmiot+";20;16.67
"2020Q3";"00640 Oulunkylä-Patola   (Helsinki )";"Yksiöt";138;22.44
"2020Q3";"00640 Oulunkylä-Patola   (Helsinki )";"Kaksiot";111;17.25
"2020Q3";"00640 Oulunkylä-Patola   (Helsinki )";"Kolmiot+";.;.
"2020Q3";"00650 Veräjämäki   (Helsinki )";"Yksiöt";.;.
"2020Q3";"00650 Veräjämäki   (Helsinki )";"Kaksiot";.;.
"2020Q3";"00650 Veräjämäki   (Helsinki )";"Kolmiot+";.;.
"2020Q3";"00700 Malmi   (Helsinki )";"Yksiöt";142;22.70
"2020Q3";"00700 Malmi   (Helsinki )";"Kaksiot";.;.
"2020Q3";"00700 Malmi   (Helsinki )";"Kolmiot+";.;.
"2020Q3";"00710 Pihlajamäki   (Helsinki )";"Yksiöt";202;21.14
"2020Q3";"00710 Pihlajamäki   (Helsinki )";"Kaksiot";318;16.47
"2020Q3";"00710 Pihlajamäki   (Helsinki )";"Kolmiot+";142;16.19
"2020Q3";"00720 Pukinmäki-Savela   (Helsinki )";"Yksiöt";91;21.20
"2020Q3";"00720 Pukinmäki-Savela   (Helsinki )";"Kaksiot";64;15.74
"2020Q3";"00720 Pukinmäki-Savela   (Helsinki )";"Kolmiot+";35;16.26
"2020Q3";"00730 Tapanila   (Helsinki )";"Yksiöt";57;22.74
"2020Q3";"00730 Tapanila   (Helsinki )";"Kaksiot";55;17.08
"2020Q3";"00730 Tapanila   (Helsinki )";"Kolmiot+";.;.
"2020Q3";"00740 Siltamäki   (Helsinki )";"Yksiöt";52;20.88
"2020Q3";"00740 Siltamäki   (Helsinki )";"Kaksiot";71;17.65
"2020Q3";"00740 Siltamäki   (Helsinki )";"Kolmiot+";.;.
"2020Q3";"00750 Puistola   (Helsinki )";"Yksiöt";107;20.53
"2020Q3";"00750 Puistola   (Helsinki )";"Kaksiot";.;.
"2020Q3";"00750 Puistola   (Helsinki )";"Kolmiot+";.;.
"2020Q3";"00760 Suurmetsä   (Helsinki )";"Yksiöt";.;.
"2020Q3";"00760 Suurmetsä   (Helsinki )";"Kaksiot";20;14.73
"2020Q3";"00760 Suurmetsä   (Helsinki )";"Kolmiot+";.;.
"2020Q3";"00770 Jakomäki - Alppikylä   (Helsinki )";"Yksiöt";.;.
"2020Q3";"00770 Jakomäki - Alppikylä   (Helsinki )";"Kaksiot";.;.
"2020Q3";"00770 Jakomäki - Alppikylä   (Helsinki )";"Kolmiot+";.;.
"2020Q3";"00780 Tapaninvainio   (Helsinki )";"Yksiöt";22;19.59
"2020Q3";"00780 Tapaninvainio   (Helsinki )";"Kaksiot";.;.
"2020Q3";"00780 Tapaninvainio   (Helsinki )";"Kolmiot+";.;.
"2020Q3";"00790 Viikki   (Helsinki )";"Yksiöt";53;23.40
"2020Q3";"00790 Viikki   (Helsinki )";"Kaksiot";112;19.98
"2020Q3";"00790 Viikki   (Helsinki )";"Kolmiot+";44;17.99
"2020Q3";"00800 Länsi-Herttoniemi   (Helsinki )";"Yksiöt";96;24.14
"2020Q3";"00800 Länsi-Herttoniemi   (Helsinki )";"Kaksiot";49;17.99
"2020Q3";"00800 Länsi-Herttoniemi   (Helsinki )";"Kolmiot+";.;.
"2020Q3";"00810 Herttoniemi   (Helsinki )";"Yksiöt";143;26.56
"2020Q3";"00810 Herttoniemi   (Helsinki )";"Kaksiot";221;20.32
"2020Q3";"00810 Herttoniemi   (Helsinki )";"Kolmiot+";.;.
"2020Q3";"00820 Roihuvuori   (Helsinki )";"Yksiöt";169;25.11
"2020Q3";"00820 Roihuvuori   (Helsinki )";"Kaksiot";169;18.22
"2020Q3";"00820 Roihuvuori   (Helsinki )";"Kolmiot+";.;.
"2020Q3";"00840 Laajasalo   (Helsinki )";"Yksiöt";128;22.98
"2020Q3";"00840 Laajasalo   (Helsinki )";"Kaksiot";69;16.60
"2020Q3";"00840 Laajasalo   (Helsinki )";"Kolmiot+";27;15.38
"2020Q3";"00870 Etelä-Laajasalo   (Helsinki )";"Yksiöt";21;22.02
"2020Q3";"00870 Etelä-Laajasalo   (Helsinki )";"Kaksiot";.;.
"2020Q3";"00870 Etelä-Laajasalo   (Helsinki )";"Kolmiot+";.;.
"2020Q3";"00900 Puotinharju   (Helsinki )";"Yksiöt";78;23.58
"2020Q3";"00900 Puotinharju   (Helsinki )";"Kaksiot";55;18.46
"2020Q3";"00900 Puotinharju   (Helsinki )";"Kolmiot+";24;16.90
"2020Q3";"00910 Puotila   (Helsinki )";"Yksiöt";182;23.01
"2020Q3";"00910 Puotila   (Helsinki )";"Kaksiot";167;18.40
"2020Q3";"00910 Puotila   (Helsinki )";"Kolmiot+";.;.
"2020Q3";"00920 Myllypuro   (Helsinki )";"Yksiöt";77;25.44
"2020Q3";"00920 Myllypuro   (Helsinki )";"Kaksiot";168;18.13
"2020Q3";"00920 Myllypuro   (Helsinki )";"Kolmiot+";83;16.94
"2020Q3";"00930 Itäkeskus-Marjaniemi   (Helsinki )";"Yksiöt";109;24.52
"2020Q3";"00930 Itäkeskus-Marjaniemi   (Helsinki )";"Kaksiot";.;.
"2020Q3";"00930 Itäkeskus-Marjaniemi   (Helsinki )";"Kolmiot+";.;.
"2020Q3";"00940 Kontula - Vesala   (Helsinki )";"Yksiöt";349;23.88
"2020Q3";"00940 Kontula - Vesala   (Helsinki )";"Kaksiot";521;17.69
"2020Q3";"00940 Kontula - Vesala   (Helsinki )";"Kolmiot+";317;16.37
"2020Q3";"00950 Vartioharju   (Helsinki )";"Yksiöt";.;.
"2020Q3";"00950 Vartioharju   (Helsinki )";"Kaksiot";.;.
"2020Q3";"00950 Vartioharju   (Helsinki )";"Kolmiot+";.;.
"2020Q3";"00960 Pohjois-Vuosaari   (Helsinki )";"Yksiöt";184;21.86
"2020Q3";"00960 Pohjois-Vuosaari   (Helsinki )";"Kaksiot";145;16.24
"2020Q3";"00960 Pohjois-Vuosaari   (Helsinki )";"Kolmiot+";21;16.72
"2020Q3";"00970 Mellunmäki   (Helsinki )";"Yksiöt";88;20.51
"2020Q3";"00970 Mellunmäki   (Helsinki )";"Kaksiot";231;17.15
